"_id","_index","_score","_type",description,href,image,price,site,title
bd4f3f32e70dae9b3dc17d3d7277d6b34cdde5fe,scrapy,0,items,"[""Z7 - 5'' - 1 Go - 8 Go  - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/leagoo-z7-5-1-go-8-go-bleu-garantie-1-an-106044.html""]","[""https://tn.jumia.is/WwQTv9GALqrMAxQCdLqujVAt1KY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/44/0601/1.jpg?8391""]","[""259 ""]",jumia,"[""Z7 - 5'' - 1 Go - 8 Go  - Bleu - Garantie 1 An""]"
c0f0a1d70e3f5f805970366f5bf0d29d361fa47c,scrapy,0,items,"[""V5 Nano - 4.0\"" - 512 Mo - 4 Go - Double Sim - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/evertek-v5-nano-4.0-512-mo-4-go-double-sim-noir-garantie-1-an-150652.html""]","[""https://tn.jumia.is/Xw-P_GjnD61VTdIhfOCvvsyYOzE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/25/6051/1.jpg?0323""]","[""148 ""]",jumia,"[""V5 Nano - 4.0\"" - 512 Mo - 4 Go - Double Sim - Noir - Garantie 1 An""]"
95c809d493d3657ef06b115fe1e33d3ae1f1df52,scrapy,0,items,"[""V5 - 4.95\"" - 1 Go - 8 Go - Gris- Garantie 1 an""]","[""https://www.jumia.com.tn/v5-4.95-1-go-8-go-blanc-garantie-1-an-evertek-mpg1979.html""]","[""https://tn.jumia.is/aqIzXQqnUuhu3Hv3OGOOWkZ9Jb4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/01/6051/1.jpg?0518""]","[""187 ""]",jumia,"[""V5 - 4.95\"" - 1 Go - 8 Go - Gris- Garantie 1 an""]"
3494134f92986843aa5bae14cce7bfa0678c954a,scrapy,0,items,"[""2.1 - 5.5\"" - 1 Go -  8 Go - 4G - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/nokia-2.1-5.5-1-go-8-go-4g-bleu-garantie-1-an-142431.html""]","[""https://tn.jumia.is/_eGVU3SKuMiURv3vy3B8-h1V4Jg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/13/4241/1.jpg?3745""]","[""359 ""]",jumia,"[""2.1 - 5.5\"" - 1 Go -  8 Go - 4G - Bleu - Garantie 1 An""]"
b93a0d88ea7b183e7b38e99c26a1bc5ae8fa85f7,scrapy,0,items,"[""J2 Core - 5\"" - 1 Go - 8 Go - Lavender - Garantie 1 An""]","[""https://www.jumia.com.tn/j2-core-5-1-go-8-go-lavender-garantie-1-an-samsung-mpg3366.html""]","[""https://tn.jumia.is/Mi-XpueBi16N250eZ-46GN4N5NQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/99/0161/1.jpg?8886""]","[""309 ""]",jumia,"[""J2 Core - 5\"" - 1 Go - 8 Go - Lavender - Garantie 1 An""]"
bfa930af74b59063362062b5667137993bd52125,scrapy,0,items,"[""Smartphone Z6 Mini - 3G - Noir""]","[""https://www.jumia.com.tn/leagoo-smartphone-z6-mini-3g-noir-155977.html""]","[""https://tn.jumia.is/dHzQ-8vkwRaCJDiuuwcERok1zBc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/77/9551/1.jpg?6452""]","[""125 ""]",jumia,"[""Smartphone Z6 Mini - 3G - Noir""]"
4b185b92560c5ebe542ea208911daac10c415a50,scrapy,0,items,"[""Galaxy A7 2018 _ 6\"" _ 4 Go _ 128 Go _ Bleu _ Garantie 1 an""]","[""https://www.jumia.com.tn/samsung-galaxy-a7-2018-6-4-go-128-go-bleu-garantie-1-an-146333.html""]","[""https://tn.jumia.is/O9FrcIfZaBW--HHGaRFLOsp832A=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/33/3641/1.jpg?6887""]","[""999 ""]",jumia,"[""Galaxy A7 2018 _ 6\"" _ 4 Go _ 128 Go _ Bleu _ Garantie 1 an""]"
b5cdebe005bc9def7f5f49d0bfd198c3e92be833,scrapy,0,items,"[""M11  Grayblue - 6,18'' - 2 Go - 16 Go  - Garantie 1 An""]","[""https://www.jumia.com.tn/leagoo-m11-grayblue-618-2-go-16-go-garantie-1-an-132386.html""]","[""https://tn.jumia.is/JUvNwYaIehoIHYOFbikwJrUlpJU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/68/3231/1.jpg?9885""]","[""439 ""]",jumia,"[""M11  Grayblue - 6,18'' - 2 Go - 16 Go  - Garantie 1 An""]"
a17d2f3ebf634f7e1b5872c5121b11180d92ecac,scrapy,0,items,"[""A7 - 6.2\"" - 3 Go - 64 Go - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/a7-6.2-3-go-64-go-bleu-garantie-1-an-oppo-mpg2251.html""]","[""https://tn.jumia.is/BXlOruXSJneP2xfenLijejMWw8w=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/02/8341/1.jpg?9483""]","[""645 ""]",jumia,"[""A7 - 6.2\"" - 3 Go - 64 Go - Bleu - Garantie 1 An""]"
d1268a8de75bb2b4e208d99df0e59221bdf332eb,scrapy,0,items,"[""Y6 Prime 2019 - 6.09\"" - 2 Go - 32 Go - Brun ambré - Garantie 1 an""]","[""https://www.jumia.com.tn/y6-prime-2019-6.09-2-go-32-go-brune-ambre-garantie-1-an-huawei-mpg2541.html""]","[""https://tn.jumia.is/GLXia3rgUSf3YBVfg4D_7eBN8Vw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/85/7641/1.jpg?1906""]","[""449 ""]",jumia,"[""Y6 Prime 2019 - 6.09\"" - 2 Go - 32 Go - Brun ambré - Garantie 1 an""]"
81bff5bb864f08a629f37eae4247eb535115d708,scrapy,0,items,"[""Galaxy J6 Plus - RAM 3 Go - 32 Go - Rouge - Garantie 1 an""]","[""https://www.jumia.com.tn/samsung-galaxy-j6-plus-ram-3-go-32-go-rouge-garantie-1-an-156371.html""]","[""https://tn.jumia.is/IHhpKPO3I1KO_Jl86nrcGXbhmAM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/17/3651/1.jpg?4266""]","[""599 ""]",jumia,"[""Galaxy J6 Plus - RAM 3 Go - 32 Go - Rouge - Garantie 1 an""]"
30808fc7dfb59d0a346e991c7d000a8d27f891bc,scrapy,0,items,"[""V4+ -  5\"" - 1 Go - 8 Go -  4G - Black - Garantie 1 An""]","[""https://www.jumia.com.tn/evertek-v4-5-1-go-8-go-4g-black-garantie-1-an-144703.html""]","[""https://tn.jumia.is/TXdyKHBfBvn1k2KgbFpLwFI5VOQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/30/7441/1.jpg?5944""]","[""219 ""]",jumia,"[""V4+ -  5\"" - 1 Go - 8 Go -  4G - Black - Garantie 1 An""]"
0d36c4053a4a7329353f4cc3bf5268f7ce0e6f49,scrapy,0,items,"[""3.1 - 5.2\"" - 2 Go - 16 Go - Noir - Garantie 1 an""]","[""https://www.jumia.com.tn/nokia-3.1-5.2-2-go-16-go-noir-garantie-1-an-127780.html""]","[""https://tn.jumia.is/_Dw6c7QEUTpfOekdS9DwMaHf-_c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/08/7721/1.jpg?3357""]","[""489 ""]",jumia,"[""3.1 - 5.2\"" - 2 Go - 16 Go - Noir - Garantie 1 an""]"
31f45740f0f1cc10d903640965766a3a5ad4ec95,scrapy,0,items,"[""Clé Wifi -  600 Mbps""]","[""https://www.jumia.com.tn/white-cle-wifi-600-mbps-168991.html""]","[""https://tn.jumia.is/6CEpsCczIr0RY2AqqaeMqw8A1aY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/19/9861/1.jpg?5734""]","[""20 ""]",jumia,"[""Clé Wifi -  600 Mbps""]"
55f4de7ab2d4a810758d027167156d4278e26d94,scrapy,0,items,"[""P30 Lite - 4 Go - 128 Go - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/p30-lite-4-go-128-go-bleu-garantie-1-an-huawei-mpg3181.html""]","[""https://tn.jumia.is/Vt-fSavbTTJ_nLLBIkrxPn8VCPc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/45/6351/1.jpg?6528""]","[""899 ""]",jumia,"[""P30 Lite - 4 Go - 128 Go - Bleu - Garantie 1 An""]"
acbe31896a7f16a20684c14ffb70c7f366eb49e3,scrapy,0,items,"[""Glass 11 D - Noir""]","[""https://www.jumia.com.tn/white-glass-11-d-noir-168986.html""]","[""https://tn.jumia.is/IAwvFSTTXSAPE24dwKHj0JCn1KU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/68/9861/1.jpg?4891""]","[""10 ""]",jumia,"[""Glass 11 D - Noir""]"
53023ac767fade77031f2905747111c1b7d7af7b,scrapy,0,items,"[""Galaxy A30 - 6.4 \"" - 4 GB - 64 Go- Noir - Garantie 1 an""]","[""https://www.jumia.com.tn/galaxy-a30-6.4-4-gb-64-gb-noir-garantie-1an-samsung-mpg2725.html""]","[""https://tn.jumia.is/8IYvZrWwQCxjrpyBWJpSVazn3nY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/31/6841/1.jpg?5444""]","[""829 ""]",jumia,"[""Galaxy A30 - 6.4 \"" - 4 GB - 64 Go- Noir - Garantie 1 an""]"
b0f2acc17dcfcf0d6a3cd073afb1557a8292394a,scrapy,0,items,"[""Y8 - 6.1 \"" -  3 Go -  16 GO - Double SIM - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/doogee-y8-6.1-3-go-16-go-double-sim-noir-garantie-1-an-145113.html""]","[""https://tn.jumia.is/pDldV1HDHl1qzCBO6RSB1EKMJgI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/31/1541/1.jpg?4628""]","[""430 ""]",jumia,"[""Y8 - 6.1 \"" -  3 Go -  16 GO - Double SIM - Noir - Garantie 1 An""]"
da6a9c144717891fb32c42c506865f0d6205c6de,scrapy,0,items,"[""Z6 Mini - 512Mo - 4Go - 3Go - Gold - Garantie 1An""]","[""https://www.jumia.com.tn/leagoo-z6-mini-512mo-4go-3go-gold-garantie-1an-51822.html""]","[""https://tn.jumia.is/yms2jU8lmZoqA7nGYIepGwVEdwM=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/22/815/1.jpg?9090""]","[""125 ""]",jumia,"[""Z6 Mini - 512Mo - 4Go - 3Go - Gold - Garantie 1An""]"
edb435e2eb4282b4bc45e677680ad1fb915a14e0,scrapy,0,items,"[""Galaxy A6 Plus _ RAM 4 Go _ 32 Go _ Gold _ Garantie 1 an""]","[""https://www.jumia.com.tn/galaxy-a6-plus-ram-4-go-32-go-gold-garantie-1-an-samsung-mpg2137.html""]","[""https://tn.jumia.is/kDJYm3Smb3bt2bt2GZK4mX-kSq8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/63/2241/1.jpg?7536""]","[""1 099 ""]",jumia,"[""Galaxy A6 Plus _ RAM 4 Go _ 32 Go _ Gold _ Garantie 1 an""]"
e1ce40a536e613c6679eec2c4c7870f170789c59,scrapy,0,items,"[""Galaxy A7 2018 _ 6\"" _ RAM 4 Go _ 128 GB _ Bleu _ Garantie 1 an""]","[""https://www.jumia.com.tn/samsung-galaxy-a7-2018-6-ram-4-go-128-gb-bleu-garantie-1-an-137781.html""]","[""https://tn.jumia.is/kHpwW_C8gl6C7eID_YARNS4vRy4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/18/7731/1.jpg?8144""]","[""1 125 ""]",jumia,"[""Galaxy A7 2018 _ 6\"" _ RAM 4 Go _ 128 GB _ Bleu _ Garantie 1 an""]"
e47dc71dea7c93570ada914b432e28887da44aef,scrapy,0,items,"[""Galaxy A7 2018 - 6\"" -  4 Go - 128 Go - Noir - Garantie 1 an""]","[""https://www.jumia.com.tn/galaxy-a7-2018-ram-4-gb-128-gb-noir-garantie-1an-samsung-mpg1828.html""]","[""https://tn.jumia.is/v9aibVqOsEokg1hNDNIY65bUuNA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/20/4921/1.jpg?1624""]","[""1 350 ""]",jumia,"[""Galaxy A7 2018 - 6\"" -  4 Go - 128 Go - Noir - Garantie 1 an""]"
69499d2c1b148ede484f31179bf9c41444d06ab0,scrapy,0,items,"[""Galaxy A70 - 6.7\"" -  6 Go - 128 Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/galaxy-a70-6.7-6-go-128-go-noir-garantie-1-an-samsung-mpg3215.html""]","[""https://tn.jumia.is/W5NcO487tuE5DIjdfpGXD3ESGjI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/71/6951/1.jpg?6625""]","[""1 559 ""]",jumia,"[""Galaxy A70 - 6.7\"" -  6 Go - 128 Go - Noir - Garantie 1 An""]"
90d50e1f328bce0598effb3f9d23bbef8e86e198,scrapy,0,items,"[""V5 Nano - 4\"" - 512 Mo - 4 Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/v5-nano-4-512-mo-4-go-noir-garantie-1-an-evertek-mpg2226.html""]","[""https://tn.jumia.is/5zrLD789DKjJV2LbjtvXUOAP9qY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/06/8221/1.jpg?2781""]","[""138 ""]",jumia,"[""V5 Nano - 4\"" - 512 Mo - 4 Go - Noir - Garantie 1 An""]"
097b0d33d01944076534bdf17911e1e03999bf78,scrapy,0,items,"[""Apex - 5.5\"" - 1 Go - 16 Go - Gold - Garantie 1 An""]","[""https://www.jumia.com.tn/apex-5.5-1-go-16-go-gold-garantie-1-an-smartec-mpg4606.html""]","[""https://tn.jumia.is/Yqpqp1TMi7nU7s_9t9B2wd2od9I=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/16/9371/1.jpg?4525""]","[""245 ""]",jumia,"[""Apex - 5.5\"" - 1 Go - 16 Go - Gold - Garantie 1 An""]"
ffa6c7cfea61b43983d29f9162b07ec739aaf8f4,scrapy,0,items,"[""Apex - 5.5\"" - 1 Go - 16 Go - Rouge - Garantie 1 An""]","[""https://www.jumia.com.tn/smartec-apex-5.5-1-go-16-go-rouge-garantie-1-an-173965.html""]","[""https://tn.jumia.is/dbDWBmRC0fXNQLvxGPiIZ2qbWdc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/56/9371/1.jpg?5365""]","[""245 ""]",jumia,"[""Apex - 5.5\"" - 1 Go - 16 Go - Rouge - Garantie 1 An""]"
0a3973debfab4c97c591a21b9eeef7e40673cf6c,scrapy,0,items,"[""Galaxy A10 - 6,2'' - 2 Go - 32 Go - Rouge - Garantie 1 An""]","[""https://www.jumia.com.tn/samsung-galaxy-a10-62-2-go-32-go-rouge-garantie-1-an-158435.html""]","[""https://tn.jumia.is/hcAnFNwHtVw0r0nNsD37NbtUOPI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/53/4851/1.jpg?9330""]","[""479 ""]",jumia,"[""Galaxy A10 - 6,2'' - 2 Go - 32 Go - Rouge - Garantie 1 An""]"
c7222a379c71a881d985e7d4bcdc9ffd473e32ac,scrapy,0,items,"[""Y6 Prime 2019 - 6.09 \"" - 2 Go - 32 Go - Brun ambré - Garantie 1 An""]","[""https://www.jumia.com.tn/y6-prime-2019-6.09-2-go-32-go-brun-ambre-garantie-1-an-huawei-mpg4508.html""]","[""https://tn.jumia.is/xYAwjeZmBI4EWhUoXgZNnTlfmbk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/07/9471/1.jpg?2901""]","[""509 ""]",jumia,"[""Y6 Prime 2019 - 6.09 \"" - 2 Go - 32 Go - Brun ambré - Garantie 1 An""]"
05c2d92c6477faa8e82113e0deeb257c82e1869f,scrapy,0,items,"[""Hot 7 Pro - 6.2\"" - 3 Go - 32 Go - Rouge - Garantie 1 an""]","[""https://www.jumia.com.tn/hot-7-pro-6.2-3-go-32-go-rouge-garantie-1-an-infinix-mpg3462.html""]","[""https://tn.jumia.is/WE1UG0naEx3Qyw60vv0h_DgldcE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/50/7171/1.jpg?1728""]","[""529 ""]",jumia,"[""Hot 7 Pro - 6.2\"" - 3 Go - 32 Go - Rouge - Garantie 1 an""]"
b46c4efb5c8811477c240e607f21e6317f43fcc4,scrapy,0,items,"[""Hot 7 Pro - 6.2\"" - 3 Go - 32 Go - Brown - Garantie 1 an""]","[""https://www.jumia.com.tn/hot-7-pro-6.2-3-go-32-go-brown-garantie-1-an-infinix-mpg4121.html""]","[""https://tn.jumia.is/a123d3fV9XlWwIYtIQpAcgrRjLI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/13/0071/1.jpg?0045""]","[""535 ""]",jumia,"[""Hot 7 Pro - 6.2\"" - 3 Go - 32 Go - Brown - Garantie 1 an""]"
361db983f37cfef5fb3c75ea184e3e6949429f0f,scrapy,0,items,"[""Y6 Prime 2019 - 6.09\"" - 2 Go - 32 Go - Double sim - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/huawei-y6-prime-2019-6.09-2-go-32-go-double-sim-bleu-garantie-1-an-144588.html""]","[""https://tn.jumia.is/lf1lZ7RGCeBvcisYsJvvfOCfq80=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/88/5441/1.jpg?2025""]","[""549 ""]",jumia,"[""Y6 Prime 2019 - 6.09\"" - 2 Go - 32 Go - Double sim - Bleu - Garantie 1 An""]"
60d9f2cb1c7f87787656849b7129bc46fe47e764,scrapy,0,items,"[""Galaxy J6 Plus - 6\"" - 3 Go - 32 Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/samsung-galaxy-j6-plus-6-3-go-32-go-noir-garantie-1-an-179512.html""]","[""https://tn.jumia.is/daYgH-yLYqXnDM3Koibba33SNhI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/21/5971/1.jpg?5867""]","[""559 ""]",jumia,"[""Galaxy J6 Plus - 6\"" - 3 Go - 32 Go - Noir - Garantie 1 An""]"
75cfbc0127dd9ff7bdb700664e8841f72e71fada,scrapy,0,items,"[""5 - 2Go - 16Go - Bleu - Garantie 1An""]","[""https://www.jumia.com.tn/nokia-5-2go-16go-bleu-garantie-1an-10454.html""]","[""https://tn.jumia.is/wffiydjzH8ivxFBrnxLHakDp51M=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/45/401/1.jpg?4495""]","[""579 ""]",jumia,"[""5 - 2Go - 16Go - Bleu - Garantie 1An""]"
4b95fb4b31dd5f5c137295116c1fee61bef64897,scrapy,0,items,"[""Galaxy A20 - 6.4\"" - 3 Go - 32 Go - Bleu - Garantie 1 An + Carte SIM + 55 Dinars de communication""]","[""https://www.jumia.com.tn/samsung-galaxy-a20-6.4-3-go-32-go-bleu-garantie-1-an-carte-sim-55-dinars-de-communication-179197.html""]","[""https://tn.jumia.is/R3eh9kXYBFDgNCplNzB6WTG-xMc=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/79/1971/1.jpg?1265""]","[""529 ""]",jumia,"[""Galaxy A20 - 6.4\"" - 3 Go - 32 Go - Bleu - Garantie 1 An + Carte SIM + 55 Dinars de communication""]"
a808e30e012fa4bff42533e12abf594d9018258d,scrapy,0,items,"[""Y5 2019 - 5.71\""-  2 Go - 32 Go - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/huawei-y5-2019-5.71-2-go-32-go-bleu-garantie-1-an-180115.html""]","[""https://tn.jumia.is/QiZYnAzW2xj51KCH2-ulVTvdme8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/51/1081/1.jpg?0876""]","[""379 ""]",jumia,"[""Y5 2019 - 5.71\""-  2 Go - 32 Go - Bleu - Garantie 1 An""]"
a31b8911730108b97e849c2aab3a33f07babf168,scrapy,0,items,"[""F11 - 6.5\"" - 6 Go - 64 Go - Vert - Garantie 1 An + Carte mémoire 16 Go classe 10""]","[""https://www.jumia.com.tn/oppo-f11-6.5-6-go-64-go-vert-garantie-1-an-carte-memoire-16-go-classe-10-173128.html""]","[""https://tn.jumia.is/2FPYoTqsGO__K-Qd6Ctmp5NsaQY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/82/1371/1.jpg?7187""]","[""889 ""]",jumia,"[""F11 - 6.5\"" - 6 Go - 64 Go - Vert - Garantie 1 An + Carte mémoire 16 Go classe 10""]"
45cf71b09ae62852f6a15b9c0f76dd6bc5e67f2e,scrapy,0,items,"[""V4 - 5\"" - 1 Go - 8 Go - Gold - Garantie 1 An""]","[""https://www.jumia.com.tn/v4-5-1-go-8-go-gold-garantie-1-an-evertek-mpg2590.html""]","[""https://tn.jumia.is/iQqPGgIH1ii1HkehXX8wv3KGFU0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/60/5031/1.jpg?1164""]","[""189 ""]",jumia,"[""V4 - 5\"" - 1 Go - 8 Go - Gold - Garantie 1 An""]"
de909835b31d34b42772a9c4522ba9dc05bd0f86,scrapy,0,items,"[""Y5 2019 - 5,71'' - 2 Go - 32 Go - 4G - Brown - Garantie 1 an""]","[""https://www.jumia.com.tn/huawei-y5-2019-571-2-go-32-go-4g-brown-garantie-1-an-178260.html""]","[""https://tn.jumia.is/q7JqaP4dD1EcAfncFD7tcZ4z-fs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/06/2871/1.jpg?2575""]","[""399 ""]",jumia,"[""Y5 2019 - 5,71'' - 2 Go - 32 Go - 4G - Brown - Garantie 1 an""]"
e7458176676fa13be5bb820ddcb6b6b15e1ff540,scrapy,0,items,"[""Y5 Prime 2018 - 5.45'' - 2 Go - 16 Go - Noir - Garantie 1 An""]","[""https://www.jumia.com.tn/y5-prime-2018-5.45-2-go-16-go-noir-garantie-1-an-huawei-mpg3458.html""]","[""https://tn.jumia.is/agdrfzv1KjO68DZ4c0ewblofPuk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/36/4371/1.jpg?6745""]","[""349 ""]",jumia,"[""Y5 Prime 2018 - 5.45'' - 2 Go - 16 Go - Noir - Garantie 1 An""]"
6badb71ffa48a93bfd922432aa4884fb555c5681,scrapy,0,items,"[""A7 - 6.2\"" - 64Go - 3Go - Gold - Garantie 1 An""]","[""https://www.jumia.com.tn/a7-6.2-64go-3go-gold-garantie-1-an-oppo-mpg2252.html""]","[""https://tn.jumia.is/ssyWQPhjLiC2WIBjlZSfpo_BaKo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/71/8341/1.jpg?9363""]","[""645 ""]",jumia,"[""A7 - 6.2\"" - 64Go - 3Go - Gold - Garantie 1 An""]"
9e958ccb2627309e371817008a0141f85d707b6d,scrapy,0,items,"[""Note 8 _ 6.3\"" _ 6 Go _ 64 Go _ Noir _ Garantie 1 An""]","[""https://www.jumia.com.tn/note-8-6go-64go-6.3-black-garantie-1-an-samsung-mpg1525.html""]","[""https://tn.jumia.is/u7QHcRfG58QHdjVWRVepWdlhU5s=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/24/4641/1.jpg?4010""]","[""2 799 ""]",jumia,"[""Note 8 _ 6.3\"" _ 6 Go _ 64 Go _ Noir _ Garantie 1 An""]"
f097d91b0e3b4387d63b3d16d062727cc8936d42,scrapy,0,items,"[""Nova 3i - 6.3\"" - 4 Go - 128 Go - Bleu - Garantie 1 An""]","[""https://www.jumia.com.tn/nova-3i-6.3-4-go-128-go-bleu-garantie-1-an-huawei-mpg256.html""]","[""https://tn.jumia.is/FqPLLLE352h1u9AEHkiW9knj0MI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/65/6901/1.jpg?0767""]","[""769 ""]",jumia,"[""Nova 3i - 6.3\"" - 4 Go - 128 Go - Bleu - Garantie 1 An""]"
33a51db3359a99acb1d22b5e6ffaf2dbd50cc070,scrapy,0,items,"[""Galaxy A30 - 6.4\"" - 4 Go - 64 Go - Noir - Garantie 1 an""]","[""https://www.jumia.com.tn/galaxy-a30-6.4-4-go-64-go-noir-garantie-1-an-samsung-mpg2454.html""]","[""https://www.jumia.com.tn/images/local/placeholder/placeholder_m_1.jpg""]","[""669 ""]",jumia,"[""Galaxy A30 - 6.4\"" - 4 Go - 64 Go - Noir - Garantie 1 an""]"
dc433f8d7ce9638435c38ccfbc514faabc007ce0,scrapy,0,items,"[""Galaxy A50  - 6.4’’- 4Go - 128Go - Noir - Garantie 1 an""]","[""https://www.jumia.com.tn/galaxy-a50-6.4-4go-128go-noir-garantie-1-an-samsung-mpg4673.html""]","[""https://tn.jumia.is/1wlUE_9poXS4rHrDouofhhCblOY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/03/2071/1.jpg?6767""]","[""825 ""]",jumia,"[""Galaxy A50  - 6.4’’- 4Go - 128Go - Noir - Garantie 1 an""]"
a26370e2260abba7ea49667f1ff0c78c762ac199,scrapy,0,items,"[""Galaxy A50  - 6.4’’- 4Go - 128Go - Blanc - Garantie 1 an""]","[""https://www.jumia.com.tn/galaxy-a50-6.4-4go-128go-blanc-garantie-1-an-samsung-mpg3487.html""]","[""https://tn.jumia.is/XRHtTobjnUOsxt_QJVgHnq7onzk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/92/2071/1.jpg?6767""]","[""825 ""]",jumia,"[""Galaxy A50  - 6.4’’- 4Go - 128Go - Blanc - Garantie 1 an""]"
afd18e44f5561c160ead8f1e855ccaf8400a58e9,scrapy,0,items,"[""Nova 3i - 6.3\"" - 4 Go - 128 Go - Iris Violet - Garantie 1 an""]","[""https://www.jumia.com.tn/nova-3i-6.3-4-go-128-go-iris-violet-garantie-1-an-huawei-mpg2304.html""]","[""https://tn.jumia.is/HkQ456k6524eVlii0FwTdF6t6ZA=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/23/2071/1.jpg?6769""]","[""769 ""]",jumia,"[""Nova 3i - 6.3\"" - 4 Go - 128 Go - Iris Violet - Garantie 1 an""]"
7287deeb471efbd4ab51e1beb138b8c272c0eb5f,scrapy,0,items,"[""iPhone XS MAX -  6.5\"" - 64 Go - 4 Go - Gold - Garantie 1 an""]","[""https://www.jumia.com.tn/iphone-xs-max-6.5-64-go-4-go-gold-garantie-1-an-apple-mpg2287.html""]","[""https://tn.jumia.is/t9Fb4fW78w3U9rVYJ20BMnqFfJE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/40/3501/1.jpg?9504""]","[""3 929 ""]",jumia,"[""iPhone XS MAX -  6.5\"" - 64 Go - 4 Go - Gold - Garantie 1 an""]"
78bbde8759e46f6e23d8e7ba18932d0abf016ca9,scrapy,0,items,"[""V553 - 5.5\"" - 1 Go - 8 Go - Gold - Garantie 1 an""]","[""https://www.jumia.com.tn/versus-v553-5.5-1-go-8-go-gold-garantie-1-an-158194.html""]","[""https://tn.jumia.is/UAveszbF0ZCd3rAn8zUNlHlIEXY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/49/1851/1.jpg?3845""]","[""259 ""]",jumia,"[""V553 - 5.5\"" - 1 Go - 8 Go - Gold - Garantie 1 an""]"
